"Title","Date Created","Latitude","Longitude","Northing","Easting","Description","Address","PlaceId","Type"
"420190","2020-07-08T08:52:28-07:00",47.5084811655273,-122.518092221065,799630.904012134,1141677.49237249,"0 pass ability ",,,
"420191","2020-07-08T11:44:38-07:00",47.5088320974934,-122.513605828979,799730.539933222,1142789.2588347,"0 passable",,,
"420192","2020-07-08T13:14:39-07:00",47.4849987156058,-122.585920832444,791504.060064646,1124692.07952945,,,,
"420193","2020-07-16T09:00:48-07:00",47.5011456657885,-122.587660775401,797403.451557954,1124417.87166501,,,,
"420194","2020-07-13T13:06:04-07:00",47.4831527643763,-122.596533604856,790900.502396323,1122050.8905724,"0 pass ",,,
"420195 Need Pictures","2020-07-14T09:16:09-07:00",47.4907395886822,-122.601346257763,793698.693481911,1120934.96840081,"0 passable ",,,
"420196","2020-07-14T13:51:45-07:00",47.4686362087605,-122.616554268048,785739.311261624,1116959.90949944,"33 passable",,,
"420201 Level B Needed Pending Landowner Permission ","2020-07-13T14:36:36-07:00",47.4661239538333,-122.59831049198,784702.676448642,1121446.43400175,"0% slope",,,
"420202","2020-07-07T09:53:14-07:00",47.4740531361441,-122.569436367859,787405.382162967,1128662.0300486,"End of Fish use Road impounded swale upstream ",,,
"420217","2020-08-05T10:04:09-07:00",47.6989644835189,-122.740719373527,870576.18964885,1088646.56108777,,,,
"420218","2020-08-05T12:26:45-07:00",47.6706448321383,-122.723033566311,860125.682896773,1092709.3407143,"Double culvert. Level B complete",,,
"420220","2020-08-05T15:24:30-07:00",47.6557801509863,-122.785890743153,855147.828048218,1077069.83714674,"Bridge",,,
"420225","2020-08-18T14:43:12-07:00",47.6495223757474,-122.719157105157,852396.186713578,1093447.39873719,"0 passable ",,,
"420226","2020-08-19T13:21:51-07:00",47.6492668878649,-122.808169508082,852932.653196883,1071511.38055677,,,,
"420232","2020-08-12T13:33:35-07:00",47.6539709649067,-122.793229147027,854540.598038824,1075242.64544051,"Bridge, not a barrier",,,
"420234","2020-08-04T11:38:00-07:00",47.6489235424006,-122.772897622521,852554.992491872,1080198.97255134,"0 passable total debris barrier",,,
"420235","2020-08-19T13:55:59-07:00",47.6460974051797,-122.813946584073,851818.62344849,1070053.9706873,,,,
"420237","2020-08-26T14:33:20-07:00",47.8761261724201,-122.571568126278,934049.718879756,1131986.87667,"0 passable",,,
"420238","2020-08-27T12:29:53-07:00",47.8470137733518,-122.568295791864,923410.695793047,1132511.34306006,"0 passable ",,,
"420239","2020-09-01T13:23:18-07:00",47.8627791283602,-122.515055243908,928822.337719001,1145729.5140508,"Level T pass ability unknown",,,
"420240","2020-09-01T15:05:25-07:00",47.8568039700082,-122.539494293984,926797.246831164,1139674.80252894,"0 pass ability ",,,
"420242","2020-08-20T14:00:53-07:00",47.6344248653557,-122.834744582168,847713.356543549,1064802.95688367,"LevelB complete",,,
"420243","2020-08-27T11:50:21-07:00",47.8497017234533,-122.56941695812,924398.265344666,1132261.81109185,,,,
"420244","2020-09-01T13:39:17-07:00",47.8711220797649,-122.525366477441,931930.085787007,1143276.85864937,"0 passable",,,
"420245","2020-08-04T14:32:08-07:00",47.6464889222253,-122.765986153743,851618.180699576,1081876.51157466,"33 passable crushed outlet",,,
"420246","2020-09-02T12:37:04-07:00",47.8239942930676,-122.546587314725,914875.98435123,1137623.1393782,"0 pass ability ",,,
"420248","2020-09-02T11:21:58-07:00",47.8597641688455,-122.539164827772,927874.814869233,1139783.5940397,"0 pass ability ",,,
"420253","2020-09-28T11:40:09-07:00",47.750353109913,-122.526002934328,887887.570250426,1141989.05731866,"67 passable ",,,
"420254","2020-09-28T13:58:57-07:00",47.7482748926796,-122.534372459351,887182.632794143,1139910.92941057,"33 passable ",,,
"420256","2020-09-28T11:12:49-07:00",47.7476852993402,-122.526824677873,886919.800391318,1141761.93351338,"0 passable",,,
"420257","2020-09-28T12:00:28-07:00",47.7510242080707,-122.525836642335,888131.272560139,1142036.24619913,,,,
"420259","2020-10-07T12:02:08-07:00",47.7658614863946,-122.561877793161,893772.21545611,1133313.17076564,"0 passable",,,
"420261","2020-10-06T12:51:49-07:00",47.7721308272876,-122.558916525754,896039.650615527,1134101.00378085,"0 passable ",,,
"420262","2020-10-07T11:25:39-07:00",47.7683643361049,-122.560868820698,894678.530460323,1133585.11833823,"0 passability",,,
"420265","2020-09-28T14:49:39-07:00",47.7564011697009,-122.533089333274,890138.185554288,1140302.94767423,"0 passable",,,
"420268","2020-10-07T12:37:56-07:00",47.7623496615363,-122.561896429283,892491.559998814,1133275.10037927,"0 passable ",,,
"420414","2020-10-07T12:26:55-07:00",47.7612426213606,-122.562171601821,892089.588317414,1133196.87679785,"0 passable ",,,
"Active Construction Visit Later","2020-08-27T11:12:20-07:00",47.8641221664444,-122.56554451029,929632.791640318,1133350.25146634,,,,
"Buried Culvert","2020-07-08T12:57:36-07:00",47.4929650039329,-122.545521721715,794147.428299258,1134753.47519256,,,,
"Habitat Ends At Culvert","2020-09-01T11:50:14-07:00",47.8709467066442,-122.522761559028,931849.714402815,1143914.47242808,"Size shape material 0.38, round, pvc Upstream end has0.78 WSD that is result from digging out channel upstream",,,
"Habitat Ends At Outlet","2020-08-27T14:15:40-07:00",47.8388093728151,-122.558830436103,920357.57844776,1134757.07107525,"Size shape material: 0.36 Round PCC 2 pvc pipes at inlet for road run off 0.16 round",,,
"Habitat Ends At Outlet","2020-10-07T10:58:40-07:00",47.7781332454369,-122.554962932577,898203.418302459,1135130.07178229,"Spring fed swale at inlet but channel scour is too small.  0.46 RND PCC",,,
"Landowner Contact","2020-08-19T13:47:35-07:00",47.645529054436,-122.815095961962,851619.688336353,1069764.65821227,,,,
"Landowner Contact?","2020-08-12T11:44:46-07:00",47.6367569222171,-122.702376080464,847625.167864008,1097452.42989569,,,,
"Landowner Contact. Outlet On Private Property","2020-08-19T14:23:15-07:00",47.6422156898678,-122.82296156479,850468.480892379,1067790.81910801,"Culvert goes into different culvert immediately after entering Private property",,,
"Landowner Permission","2020-08-04T13:48:56-07:00",47.6414706930297,-122.826839201033,850224.994606194,1066827.21620509,"Tide gate. Leads to swimming lagoon",,,
"Landowner Permission Needed","2020-08-04T14:29:07-07:00",47.6595300281148,-122.772835251089,856422.267972649,1080325.82060603,"Jonhsoncreek possible land owner denial?",,,
"Landowner Permission/NFB","2020-08-18T14:51:41-07:00",47.657032259988,-122.722326726232,855156.754950901,1092743.54813064,,,,
"NFB","2020-06-30T09:51:20-07:00",47.4675975296553,-122.563860611316,785015.213212774,1129978.94475847,"Private road. Storm water drain. NFB",,,
"NFB","2020-06-30T10:31:57-07:00",47.4690485309612,-122.563086159437,785539.310743224,1130184.282312,"NFB",,,
"NFB","2020-06-30T11:12:40-07:00",47.4665906415493,-122.587606474977,784802.605279596,1124097.7188093,,,,
"NFB","2020-06-30T11:14:29-07:00",47.4646818704792,-122.587332113227,784104.781631452,1124147.13628839,"NFB. Outlet on Private property ",,,
"NFB","2020-06-30T13:55:13-07:00",47.4967104735421,-122.631763416116,796077.7305264,1113476.10438133,"NFB",,,
"NFB","2020-06-30T14:04:28-07:00",47.488603870284,-122.625570118849,793080.369059956,1114926.94647809,"NFB",,,
"NFB","2020-07-07T12:36:59-07:00",47.4615552692614,-122.550454638476,782725.421772688,1133236.49512734,"NFB",,,
"NFB","2020-07-07T12:48:35-07:00",47.4615094256549,-122.553970083383,782731.328666134,1132366.71043292,"NFB",,,
"NFB","2020-07-08T10:44:27-07:00",47.5084826507155,-122.514692523054,799609.96736854,1142517.50425331,"NFB",,,
"NFB","2020-07-08T13:06:20-07:00",47.4905881176781,-122.543933293706,793270.501834177,1135123.58956933,,,,
"NFB","2020-07-08T14:25:35-07:00",47.4896336033992,-122.586320115505,793196.786332386,1124638.09810747,,,,
"NFB","2020-07-08T14:25:50-07:00",47.4887234201668,-122.586594953001,792866.684366607,1124561.38676646,,,,
"NFB","2020-07-13T12:34:32-07:00",47.5104183402205,-122.587619110739,800784.493692735,1124517.68093605,"NFB. No scour. Weird large metal trap located next to outlet. Pictures 1252",,,
"NFB","2020-07-13T14:13:29-07:00",47.48287391287,-122.614442730684,790917.018635364,1117621.20743246,,,,
"NFB","2020-07-13T14:34:30-07:00",47.4837289222676,-122.613684471698,791223.770178825,1117816.99866094,,,,
"NFB","2020-07-14T12:28:53-07:00",47.4683557210718,-122.607390721628,785576.351603734,1119222.92319372,"Pcc, round, 0.46",,,
"NFB","2020-07-14T13:34:22-07:00",47.4694592028335,-122.615603422152,786033.102487213,1117203.06315455,,,,
"NFB","2020-07-14T13:46:15-07:00",47.4687150146824,-122.612917549229,785743.933470389,1117859.88119738,,,,
"NFB","2020-08-04T12:09:18-07:00",47.6510315198116,-122.772635059222,853321.812746552,1080285.82437546,"Not enough scour ",,,
"NFB","2020-08-04T14:08:43-07:00",47.6547934058766,-122.771063508699,854682.450729655,1080712.56189415,"Scour too small upstream",,,
"NFB","2020-08-05T11:38:20-07:00",47.6997592185417,-122.741167332627,870869.138471175,1088544.51912675,"Scour of 0.55. Outlet on Private property",,,
"NFB","2020-08-05T11:43:35-07:00",47.6945715954299,-122.74065568407,868973.797767667,1088616.72141716,,,,
"NFB","2020-08-05T11:55:41-07:00",47.6867709538959,-122.7313931988,866064.487895184,1090816.66232377,,,,
"NFB","2020-08-05T12:08:28-07:00",47.6836913562203,-122.72854226972,864921.606401072,1091486.93131864,,,,
"NFB","2020-08-12T10:30:09-07:00",47.6267889710561,-122.729742588737,844179.831857689,1090604.61513095,"Storm water retention. No anadromous access",,,
"NFB","2020-08-12T10:38:31-07:00",47.6248838651314,-122.724649423395,843449.65986566,1091840.5604054,,,,
"NFB","2020-08-12T11:15:33-07:00",47.6263341818542,-122.707067520169,843856.735141669,1096189.74664312,"Drainage pipe completely underground",,,
"NFB","2020-08-12T11:29:10-07:00",47.6258042081089,-122.707867523618,843668.996027431,1095987.11931353,,,,
"NFB","2020-08-12T11:37:46-07:00",47.6304010433356,-122.705518563638,845329.073706872,1096613.07294915,,,,
"NFB","2020-08-12T11:40:31-07:00",47.6299316800006,-122.705611634095,845158.55714668,1096585.34371614,"Heavily manufactured channel with scour of 0.45",,,
"NFB","2020-08-19T10:34:22-07:00",47.6462107244165,-122.707251265764,851106.209242801,1096347.33313649,"Storm drain. Outfall to stream ",,,
"NFB","2020-08-19T13:39:25-07:00",47.6489072233432,-122.808300687748,852802.44760002,1071475.21811991,"No scour",,,
"NFB","2020-08-19T14:27:10-07:00",47.6418393904056,-122.823564428471,850335.641660793,1067638.20877717,,,,
"NFB","2020-08-20T10:07:45-07:00",47.5176541760949,-122.582380457761,803388.861589673,1125881.6481632,"Drainage ditch",,,
"NFB","2020-08-25T11:52:23-07:00",47.9011266364365,-122.536242011399,942942.421296909,1140890.55436575,,,,
"NFB","2020-08-25T11:57:21-07:00",47.9005280902095,-122.538034759744,942735.469388902,1140445.21737755,,,,
"NFB","2020-08-25T12:07:35-07:00",47.9125076138745,-122.551768304115,947192.152974574,1137190.53876854,,,,
"NFB","2020-08-25T13:23:38-07:00",47.917183503265,-122.572937177848,949033.356498236,1132044.58351291,,,,
"NFB","2020-08-25T13:31:23-07:00",47.9165032826823,-122.57494591236,948798.210253435,1131545.5421902,,,,
"NFB","2020-08-25T13:31:35-07:00",47.9139612900957,-122.573990988902,947864.902268553,1131755.29475533,,,,
"NFB","2020-08-25T13:37:39-07:00",47.9186775109007,-122.57482455786,949590.441154308,1131596.16170942,,,,
"NFB","2020-08-25T13:42:29-07:00",47.9186662873979,-122.566475928362,949532.600328503,1133642.96483992,,,,
"NFB","2020-08-25T13:58:26-07:00",47.9035193056204,-122.579480517639,944091.834424659,1130308.82979713,,,,
"NFB","2020-08-25T14:00:27-07:00",47.9043682576151,-122.580265845801,944406.552393342,1130124.3973732,,,,
"NFB","2020-08-27T10:54:58-07:00",47.8715959850284,-122.557922168483,932309.769967686,1135292.15510839,"Storm water drainage and retention pond upstream. No defined channel",,,
"NFB","2020-08-27T11:01:18-07:00",47.8705953222653,-122.558988544858,931951.633460412,1135020.93935485,"Scour too small",,,
"NFB","2020-09-02T12:00:54-07:00",47.8308881391379,-122.541554230463,917358.255480716,1138924.45352029,,,,
"NFB","2020-09-28T14:52:30-07:00",47.7570316184746,-122.536119651243,890387.341419005,1139563.63070805,"No habitat downstream of pipe",,,
"NFB","2020-10-06T14:13:18-07:00",47.7697976851874,-122.57661674758,895302.85346696,1129726.87195219,"No scour",,,
"NFB","2020-10-06T14:13:31-07:00",47.7674672854758,-122.580363066706,894477.228899626,1128783.35457063,,,,
"NFB","2020-10-07T10:54:26-07:00",47.7792214340444,-122.554720733451,898598.737257053,1135199.95239383,"No upstream habitat ",,,
"NFB ","2020-07-08T10:31:37-07:00",47.5086221355559,-122.517168815241,799676.473136755,1141906.96251019,"NFB",,,
"NFB ","2020-07-14T14:19:07-07:00",47.4649257561951,-122.616632525241,784386.83757744,1116904.24409565,,,,
"NFB ","2020-09-28T14:40:05-07:00",47.7563866380718,-122.537689807254,890162.087823399,1139171.40502381,"Drainage ditch, scour too small",,,
"NFB ","2020-10-05T11:24:21-07:00",47.7626260146404,-122.537827472947,892438.498402593,1139196.35143602,"No scour upstream",,,
"NFB ","2020-10-05T11:25:07-07:00",47.7624263109632,-122.538119629295,892367.521869677,1139122.6268121,"No scour upstream",,,
"NFB ","2020-10-05T11:26:11-07:00",47.7634278264337,-122.538213643786,892733.378330071,1139108.94880453,"Storm drain and runoff",,,
"NFB ","2020-10-05T11:26:21-07:00",47.7651401081297,-122.538197845289,893357.758207776,1139128.97398123,"Storm runoff and drain",,,
"NFB ","2020-10-06T14:20:44-07:00",47.7805955821853,-122.58026926326,899264.554234197,1128932.72331137,"No scour",,,
"NFB ","2020-10-06T14:24:02-07:00",47.7796086399901,-122.580296725972,898904.790017618,1128916.47719331,"No scour",,,
"NFB ","2020-10-07T10:54:55-07:00",47.7800166847032,-122.554253494519,898885.778830586,1135322.36687515,"No upstream habitat. Drainage ditch",,,
"NFB ","2020-10-07T11:10:08-07:00",47.7764101200989,-122.555383323729,897577.675732798,1135010.34730151,"Channel DS is heavily manufactured and scour is too small. No US habitat, drainage ditch",,,
"NFB Due To No Downstream Access","2020-08-12T11:38:56-07:00",47.6283698935965,-122.711684065002,844630.962130587,1095072.50037691,,,,
"NFB due To No Downstream access ","2020-08-12T11:38:27-07:00",47.6271822833233,-122.711695473441,844197.967988763,1095057.54159271,,,,
"NFB Due To No Downstream Access ","2020-08-12T11:41:45-07:00",47.6308204357507,-122.711572588607,845523.80501525,1095125.04235872,,,,
"NFB Habitat Ends At Culvert","2020-08-05T11:48:52-07:00",47.6939761095378,-122.739020707992,868745.209521905,1089013.08829316,"Pcc, round, 0.31",,,
"NFB Habitat Ends At Outlet","2020-08-19T13:06:14-07:00",47.6498464098279,-122.80689591719,853134.792858473,1071831.38119028,"No scour upstream habitat ends at outlet Round PCC 0.46",,,
"NFB No Downstream Access","2020-08-19T10:30:46-07:00",47.6561297625007,-122.725452725358,854849.368134894,1091964.08909622,,,,
"NFB Storm Ditch ","2020-08-25T13:51:58-07:00",47.9042710782099,-122.577357170396,944352.30363857,1130836.80093198,,,,
"NFB Upstream. Habitat Ends At Outlet","2020-10-06T14:39:26-07:00",47.7838752329715,-122.580828726395,900464.287324934,1128826.7592817,"Scour too small. average 0.5 m 0.38, RND, pCC",,,
"NFB. End Of Habitat Use","2020-07-14T13:57:46-07:00",47.467173639496,-122.616366547763,785204.748594481,1116992.01148375,,,,
"NFB. Habitat Ends At Culvert","2020-07-14T13:33:26-07:00",47.4707541051575,-122.615478926544,786504.455514784,1117246.51189062,"PCC round .38",,,
"NFB. Storm Drain","2020-08-19T13:44:33-07:00",47.6463302735739,-122.813208220467,851898.200398066,1070238.40811782,,,,
"NFB/ Wetland No Scour","2020-08-19T10:03:47-07:00",47.6620960729241,-122.724979064652,857021.768776808,1092142.17849395,,,,
"No downstream Access","2020-08-12T11:08:45-07:00",47.639189006321,-122.710897669423,848570.827977079,1095376.96924431,,,,
"No Downstream Access","2020-08-12T11:09:00-07:00",47.6356199402794,-122.721655216343,847343.849167318,1092689.00586516,,,,
"No Site","2020-06-30T13:25:29-07:00",47.4993525191987,-122.633175997181,797050.583800575,1113153.08151233,"No site",,,
"No Site","2020-06-30T14:22:07-07:00",47.4703877079226,-122.653391361978,786624.56900374,1107869.20830624,"No culvert, no site",,,
"No Site","2020-06-30T14:44:34-07:00",47.4651309309476,-122.651555214185,784695.348973479,1108270.88763436,"No site",,,
"No Site","2020-06-30T14:51:31-07:00",47.4561092302715,-122.656945229505,781442.107003234,1106848.12255663,"Was already here. No site",,,
"No Site","2020-07-07T13:09:51-07:00",47.4765439228898,-122.550872252877,788193.750923045,1133275.3654222,"No site",,,
"No Site","2020-07-07T13:10:07-07:00",47.4791734889913,-122.554669493952,789177.067321517,1132361.57645494,"No site due to lack of downstream",,,
"No Site","2020-07-07T13:10:27-07:00",47.4806991557834,-122.555798784143,789740.682577141,1132096.90513908,"No site due to lack of downstream",,,
"No Site","2020-07-07T13:11:00-07:00",47.483238761076,-122.562903631917,790712.622711573,1130364.7757296,"No site due to lack of downstream",,,
"No Site","2020-07-07T13:20:52-07:00",47.4614762629916,-122.563827257502,782782.878852788,1129928.77484642,"No site",,,
"No Site","2020-07-08T12:42:19-07:00",47.4916953700628,-122.545129614747,793681.934481158,1134838.37735601,,,,
"No Site","2020-07-13T12:24:25-07:00",47.5012924074315,-122.585461511732,797442.581726268,1124962.7432676,,,,
"No Site","2020-08-04T14:13:08-07:00",47.6549560151519,-122.767524606144,854716.655072519,1081586.1898602,,,,
"No Site","2020-08-19T12:58:16-07:00",47.6574446116944,-122.778878500708,855704.777576328,1078815.02990965,,,,
"No Site","2020-08-26T14:28:15-07:00",47.878601012472,-122.572651187438,934959.338611074,1131744.84371961,,,,
"No Site","2020-08-27T14:15:30-07:00",47.8387640608904,-122.555765421908,920321.417892159,1135509.2532969,,,,
"No Site","2020-08-27T14:26:01-07:00",47.8401599054839,-122.549877460233,920792.874411715,1136968.27681463,,,,
"No Site","2020-09-01T14:16:56-07:00",47.862900780199,-122.541303933703,929032.401686763,1139288.15472665,,,,
"No Site","2020-09-01T14:25:40-07:00",47.8586082266771,-122.541182962242,927466.029048535,1139277.32197571,,,,
"No Site","2020-09-01T14:33:50-07:00",47.8557007442378,-122.541262614399,926406.104082757,1139230.32145421,,,,
"No Site","2020-09-01T14:42:04-07:00",47.852508892575,-122.541331711618,925242.397612922,1139183.22515252,,,,
"No Site","2020-09-28T14:45:44-07:00",47.7571484470792,-122.535609855695,890426.712742067,1139690.10430509,"Logging road",,,
"No Site","2020-10-06T14:28:47-07:00",47.7804402355474,-122.581852747739,899218.17078499,1128541.98046452,,,,
"No Site","2020-10-07T11:53:07-07:00",47.766319036919,-122.561971885682,893939.690906676,1133294.39795064,,,,
"No Site ","2020-08-27T10:48:27-07:00",47.8730067179982,-122.571332336873,932910.456653752,1132014.84932717,,,,
"No Site? Stream Crossing Mark","2020-08-19T15:03:38-07:00",47.6351678455242,-122.837314036533,848003.040840167,1064177.6930357,"Picture 3:04",,,
"No Site. ","2020-07-13T14:07:06-07:00",47.4920883287828,-122.605220193706,794216.047573833,1119990.63505689,"Sewer drain",,,
"Outlet Completely Buried ","2020-08-27T11:37:36-07:00",47.8512113166951,-122.569815872232,924951.414412088,1132178.32950315,,,,
"Placemark 6","2020-06-30T11:22:44-07:00",47.4633095801873,-122.586856158265,783601.265353472,1124251.58667592,"Potential fish use... Private road?",,,
"Placemark 7","2020-06-30T12:30:49-07:00",47.4688556868928,-122.585601756066,785615.432357618,1124615.26598639,"0% pass ability",,,
"Placemark 11","2020-06-30T14:21:42-07:00",47.4620661882519,-122.631145917914,783440.777774896,1113287.29848793,"No site",,,
"Placemark 30","2020-07-07T14:21:13-07:00",47.48209696909,-122.524507302338,790050.282460116,1139845.4554292,"NFB",,,
"Placemark 32","2020-07-08T10:23:19-07:00",47.5062379597282,-122.519199868365,798819.897326923,1141382.86965379,"NFB",,,
"Placemark 33","2020-07-08T10:31:15-07:00",47.5085763999235,-122.516604960215,799656.231933587,1142045.85303649,"NFB",,,
"Placemark 35","2020-07-08T10:31:51-07:00",47.5080412274024,-122.519114419555,799476.940165935,1141420.8199443,"NFB",,,
"Placemark 36","2020-07-08T10:35:58-07:00",47.508239842342,-122.514976178468,799523.214842619,1142445.15618084,"NFB",,,
"Private Driveway","2020-09-02T11:06:00-07:00",47.8444989762661,-122.507648125209,922108.683181699,1147377.79671807,,,,
"Private Road","2020-07-13T13:00:38-07:00",47.4966768706695,-122.592494335502,795805.553761939,1123180.21981335,,,,
"Private Road","2020-08-18T14:52:12-07:00",47.6580486401082,-122.721791162853,855523.673313165,1092885.94096228,,,,
"Railroad Barrier To Upstream Sites","2020-08-12T10:58:37-07:00",47.6381752202181,-122.708284830302,848183.095007465,1096010.57607333,"Large water surface drop at outlet on railroad culvert. 5 m drop. Round, pvc, 0.64.   Photo numbers 905, 906",,,
"Railroad Property with Incredibly Long Pipe. Crosses Road And Railroad","2020-08-19T10:49:47-07:00",47.6446353090734,-122.70740128994,850532.748472182,1096294.28135621,"Failed culvert with landslide detaching the outlet section from the rest of the pipe. Very Long with 2 m wsd. 0.61 size Round. PCC",,,
"Railroad/ No Site","2020-08-19T10:46:55-07:00",47.6446949409597,-122.706347096611,850547.223519643,1096554.67967374,,,,
"Ryan Did This","2020-07-08T11:44:31-07:00",47.5104145353344,-122.513611514235,800307.632649206,1142802.58876164,,,,
"Total Barrier Due To Debris Rack And Underground Pipe","2020-08-12T11:05:38-07:00",47.6380920800767,-122.708903571043,848157.048137519,1095857.22919282,"Photo numbers 909, 910. Debris rack on outlet, underground pipe",,,
"Under Construction For Fish Passage Improvement","2020-08-19T14:46:02-07:00",47.6384814160058,-122.831782138542,849170.951466125,1065576.85349996,,,,
"Under Construction For Fish Passage Improvement ","2020-08-19T14:45:32-07:00",47.6404351017549,-122.829813225101,849869.011345267,1066083.14494147,,,,
"Visit Later","2020-08-04T14:17:16-07:00",47.6548150280946,-122.768894181371,854674.949374704,1081247.27242577,,,,
"Stohlton Road Southeast, Harper, Kitsap County","2020-07-15T12:07:35-07:00",47.5107773,-122.5163707,800457.338451713,1142124.25541826,"Ryan did this","Stohlton Road Southeast, Washington, 98386",5919220,"tertiary"
